order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,product_id,category,subcategory,product_name,sales,quantity,discount,profit,review
CA-2011-160773,7/1/2013,7/5/2013,Standard Class,LW-16825,Laurel Workman,Corporate,Deltona,Florida,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,5,0.2,71.99,Highly recommended.
CA-2011-160773,7/1/2013,7/5/2013,Standard Class,LW-16825,Laurel Workman,Corporate,Deltona,Florida,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184,2,0.7,-3.6288,Highly recommended.
CA-2011-107594,7/2/2013,7/6/2013,Standard Class,EH-13945,Eric Hoffmann,Consumer,Plainfield,New Jersey,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,6,0,19.9746,Highly recommended.
CA-2011-107594,7/2/2013,7/6/2013,Standard Class,EH-13945,Eric Hoffmann,Consumer,Plainfield,New Jersey,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,2,0,2.1762,Poor performance!
CA-2011-120096,7/4/2013,7/7/2013,First Class,KE-16420,Katrina Edelman,Corporate,Aurora,Colorado,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,177.536,1,0.2,62.1376,
CA-2011-120096,7/4/2013,7/7/2013,First Class,KE-16420,Katrina Edelman,Corporate,Aurora,Colorado,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,32.432,4,0.2,3.2432,Decent for the price.
CA-2011-138709,7/4/2013,7/9/2013,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Richmond,Virginia,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,21.84,2,0,10.92,Poor performance!
CA-2011-138709,7/4/2013,7/9/2013,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Richmond,Virginia,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,15.6,3,0,7.644,
CA-2011-157784,7/5/2013,7/8/2013,First Class,MC-17845,Michael Chen,Consumer,Jackson,Mississippi,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,5,0,163.1898,
CA-2011-157784,7/5/2013,7/8/2013,First Class,MC-17845,Michael Chen,Consumer,Jackson,Mississippi,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,3,0,6.8714,Poor performance!
CA-2011-157784,7/5/2013,7/8/2013,First Class,MC-17845,Michael Chen,Consumer,Jackson,Mississippi,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,2,0,9.3312,Highly recommended.
US-2011-160444,7/5/2013,7/5/2013,Same Day,DC-12850,Dan Campbell,Consumer,Houston,Texas,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3,0.2,-44.1552,Poor performance!
US-2011-160444,7/5/2013,7/5/2013,Same Day,DC-12850,Dan Campbell,Consumer,Houston,Texas,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,3,0.2,-35.178,Decent for the price.
CA-2011-107139,7/5/2013,7/11/2013,Standard Class,DP-13390,Dennis Pardue,Home Office,Los Angeles,California,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,180.96,,0.2,67.86,Decent for the price.
CA-2011-152849,7/5/2013,7/12/2013,Standard Class,DW-13195,David Wiener,Corporate,Knoxville,Tennessee,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,6,0.2,0.3822,
CA-2011-103317,7/5/2013,7/8/2013,First Class,DM-13525,Don Miller,Corporate,Palm Coast,Florida,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,3,0.2,5.368,Poor performance!
CA-2011-103317,7/5/2013,7/8/2013,First Class,DM-13525,Don Miller,Corporate,Palm Coast,Florida,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,2,0.7,-6.867,Highly recommended.
CA-2011-103317,7/5/2013,7/8/2013,First Class,DM-13525,Don Miller,Corporate,Palm Coast,Florida,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,5,0.2,15.9912,
CA-2011-134278,7/6/2013,7/8/2013,First Class,EP-13915,Emily Phan,Consumer,New York City,New York,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,3,0.2,174.9975,
CA-2011-147543,7/6/2013,7/12/2013,Standard Class,BC-11125,Becky Castell,Home Office,El Cajon,California,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,1,0.2,47.848,Decent for the price.
US-2011-138758,7/7/2013,7/11/2013,Standard Class,JL-15835,John Lee,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.186,2,0.3,-46.7362,
US-2011-138758,7/7/2013,7/11/2013,Standard Class,JL-15835,John Lee,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008,2,0.2,12.0764,
CA-2011-150301,7/8/2013,7/10/2013,First Class,MH-18025,Michelle Huthwaite,Consumer,Buffalo,New York,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882,2,0.1,10.647,Decent for the price.
CA-2011-100090,7/8/2013,7/12/2013,Standard Class,EB-13705,Ed Braxton,Corporate,San Francisco,California,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502.488,1,0.2,-87.9354,Highly recommended.
CA-2011-100090,7/8/2013,7/12/2013,Standard Class,EB-13705,Ed Braxton,Corporate,San Francisco,California,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,3,0.2,68.8464,Highly recommended.
CA-2011-165379,7/9/2013,7/15/2013,Standard Class,BM-11650,Brian Moss,Corporate,Dallas,Texas,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,6,0.2,3.6288,Highly recommended.
CA-2011-165379,7/9/2013,7/15/2013,Standard Class,BM-11650,Brian Moss,Corporate,Dallas,Texas,Central,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,14.352,2,0.2,4.485,Highly recommended.
CA-2011-114125,7/9/2013,7/13/2013,Standard Class,GH-14410,Gary Hansen,Home Office,Los Angeles,California,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,2.88,3,0,1.4112,Decent for the price.
CA-2011-114125,7/9/2013,7/13/2013,Standard Class,GH-14410,Gary Hansen,Home Office,Los Angeles,California,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,1,0.2,14.1426,Highly recommended.
CA-2011-114125,7/9/2013,7/13/2013,Standard Class,GH-14410,Gary Hansen,Home Office,Los Angeles,California,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",23.92,,0,4.0664,
CA-2011-113271,7/9/2013,7/14/2013,Standard Class,DS-13030,Darrin Sayre,Home Office,San Francisco,California,West,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,14.304,4,0.2,4.6488,
CA-2011-113271,7/9/2013,7/14/2013,Standard Class,DS-13030,Darrin Sayre,Home Office,San Francisco,California,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,,0.15,7.049,Highly recommended.
CA-2011-113271,7/9/2013,7/14/2013,Standard Class,DS-13030,Darrin Sayre,Home Office,San Francisco,California,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,1,0,2.224,Decent for the price.
CA-2011-113271,7/9/2013,7/14/2013,Standard Class,DS-13030,Darrin Sayre,Home Office,San Francisco,California,West,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,32.4,2,0,15.552,Highly recommended.
CA-2011-163552,7/11/2013,7/15/2013,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.2,5,0,83.284,Decent for the price.
CA-2011-163552,7/11/2013,7/15/2013,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,5,0,57.4113,Decent for the price.
CA-2011-163552,7/11/2013,7/15/2013,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0,213.735,
CA-2011-163552,7/11/2013,7/15/2013,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,3,0,52.1262,
CA-2011-163552,7/11/2013,7/15/2013,Standard Class,LA-16780,Laura Armstrong,Corporate,Hackensack,New Jersey,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,,0,7.056,Poor performance!
CA-2011-123225,7/11/2013,7/14/2013,First Class,MN-17935,Michael Nguyen,Consumer,El Paso,Texas,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.968,5,0.2,43.1976,Highly recommended.
CA-2011-123225,7/11/2013,7/14/2013,First Class,MN-17935,Michael Nguyen,Consumer,El Paso,Texas,Central,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,10.368,4,0.2,3.6288,Highly recommended.
CA-2011-133305,7/11/2013,7/15/2013,Standard Class,MH-17455,Mark Hamilton,Consumer,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,2,0,23.0864,
CA-2011-133305,7/11/2013,7/15/2013,Standard Class,MH-17455,Mark Hamilton,Consumer,New York City,New York,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,4,0.2,6.398,Poor performance!
CA-2011-166555,7/11/2013,7/14/2013,First Class,JK-15205,Jamie Kunitz,Consumer,Niagara Falls,New York,East,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,164.85,,0,47.8065,
CA-2011-129924,7/12/2013,7/17/2013,Standard Class,AC-10420,Alyssa Crouse,Corporate,San Francisco,California,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,3,0.2,2.7956,Poor performance!
CA-2011-129924,7/12/2013,7/17/2013,Standard Class,AC-10420,Alyssa Crouse,Corporate,San Francisco,California,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,2,0.2,-17.4588,
CA-2011-110184,7/12/2013,7/16/2013,Standard Class,BF-11170,Ben Ferrer,Home Office,Los Angeles,California,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,3,0,44.955,Decent for the price.
CA-2011-110184,7/12/2013,7/16/2013,Standard Class,BF-11170,Ben Ferrer,Home Office,Los Angeles,California,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.936,,0.2,28.7928,
CA-2011-131310,7/12/2013,7/18/2013,Standard Class,CL-12565,Clay Ludtke,Consumer,Seattle,Washington,West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.136,8,0.2,13.8528,Highly recommended.
CA-2011-131310,7/12/2013,7/18/2013,Standard Class,CL-12565,Clay Ludtke,Consumer,Seattle,Washington,West,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,11.264,4,0.2,3.8016,
CA-2011-124807,7/12/2013,7/15/2013,Second Class,ME-17725,Max Engle,Consumer,Chicago,Illinois,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,35.856,4,0.2,12.9978,Highly recommended.
CA-2011-124807,7/12/2013,7/15/2013,Second Class,ME-17725,Max Engle,Consumer,Chicago,Illinois,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",23.84,,0.2,3.278,
CA-2011-161508,7/12/2013,7/16/2013,Standard Class,PV-18985,Paul Van Hugh,Home Office,League City,Texas,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,512.358,4,0.3,-14.6388,Highly recommended.
CA-2011-161508,7/12/2013,7/16/2013,Standard Class,PV-18985,Paul Van Hugh,Home Office,League City,Texas,Central,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,3.488,3,0.2,0.5668,Decent for the price.
CA-2011-161508,7/12/2013,7/16/2013,Standard Class,PV-18985,Paul Van Hugh,Home Office,League City,Texas,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,22.288,2,0.2,3.9004,
CA-2011-161508,7/12/2013,7/16/2013,Standard Class,PV-18985,Paul Van Hugh,Home Office,League City,Texas,Central,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,16.032,7,0.2,5.6112,Poor performance!
US-2011-165862,7/13/2013,7/17/2013,Standard Class,GK-14620,Grace Kelly,Corporate,Los Angeles,California,West,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,351.216,3,0.2,4.3902,
US-2011-103905,7/14/2013,7/20/2013,Standard Class,AW-10930,Arthur Wiediger,Home Office,Aurora,Illinois,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.932,3,0.8,-46.3946,
US-2011-103905,7/14/2013,7/20/2013,Standard Class,AW-10930,Arthur Wiediger,Home Office,Aurora,Illinois,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272,7,0.2,3.8272,Decent for the price.
US-2011-150532,7/14/2013,7/21/2013,Standard Class,PB-19150,Philip Brown,Consumer,Phoenix,Arizona,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,4,0.2,6.291,Poor performance!
CA-2011-164182,7/14/2013,7/18/2013,Standard Class,ST-20530,Shui Tom,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13.494,5,0.4,-2.249,
CA-2011-164182,7/14/2013,7/18/2013,Standard Class,ST-20530,Shui Tom,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,23.988,1,0.4,-13.993,Poor performance!
CA-2011-164182,7/14/2013,7/18/2013,Standard Class,ST-20530,Shui Tom,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,31.984,2,0.2,1.1994,Decent for the price.
CA-2011-164182,7/14/2013,7/18/2013,Standard Class,ST-20530,Shui Tom,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",41.584,2,0.2,4.6782,Highly recommended.
CA-2011-124464,7/14/2013,7/20/2013,Standard Class,SS-20515,Shirley Schmidt,Home Office,Newark,Delaware,East,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,39.48,2,0,11.0544,Highly recommended.
CA-2011-109904,7/14/2013,7/17/2013,Second Class,BF-10975,Barbara Fisher,Corporate,New York City,New York,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,17.94,1,0,4.485,
CA-2011-115980,7/15/2013,7/19/2013,Standard Class,VW-21775,Victoria Wilson,Corporate,Sioux Falls,South Dakota,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3,0,1.3068,Poor performance!
CA-2011-115980,7/15/2013,7/19/2013,Standard Class,VW-21775,Victoria Wilson,Corporate,Sioux Falls,South Dakota,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.54,3,0,2.6814,Highly recommended.
CA-2011-123295,7/18/2013,7/18/2013,Same Day,AH-10120,Adrian Hane,Home Office,Tucson,Arizona,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,3,0.2,-25.9136,Decent for the price.
CA-2011-138198,7/18/2013,7/23/2013,Standard Class,JL-15130,Jack Lebron,Consumer,New Rochelle,New York,East,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,4,0.2,4.5188,
US-2011-150434,,7/24/2013,Standard Class,CA-12310,Christine Abelman,Corporate,Bristol,Connecticut,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,359.98,2,0,93.5948,Decent for the price.
US-2011-150434,7/19/2013,7/24/2013,Standard Class,CA-12310,Christine Abelman,Corporate,Bristol,Connecticut,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,2,0.3,-4.032,
US-2011-150434,,7/24/2013,Standard Class,CA-12310,Christine Abelman,Corporate,Bristol,Connecticut,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88,1,0,9.6048,
US-2011-150434,,7/24/2013,Standard Class,CA-12310,Christine Abelman,Corporate,Bristol,Connecticut,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.81,2,0,1.8288,Decent for the price.
CA-2011-168158,7/19/2013,7/24/2013,Standard Class,EM-14140,Eugene Moren,Home Office,Great Falls,Montana,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,1,0.2,2.2098,Highly recommended.
CA-2011-143903,7/20/2013,7/24/2013,Standard Class,KM-16375,Katherine Murray,Home Office,Dallas,Texas,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.864,2,0.2,38.5722,Poor performance!
CA-2011-143903,,7/24/2013,Standard Class,KM-16375,Katherine Murray,Home Office,Dallas,Texas,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,3,0.6,-14.229,Poor performance!
CA-2011-143903,,7/24/2013,Standard Class,KM-16375,Katherine Murray,Home Office,Dallas,Texas,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,5,0.3,-140.196,Decent for the price.
CA-2011-142965,7/20/2013,7/20/2013,Same Day,SW-20245,Scot Wooten,Consumer,Springfield,Ohio,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.984,2,0.2,-5.1968,Highly recommended.
CA-2011-142965,,7/20/2013,Same Day,SW-20245,Scot Wooten,Consumer,Springfield,Ohio,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,1,0.7,-21.888,Decent for the price.
CA-2011-141726,7/20/2013,7/22/2013,First Class,CC-12145,Charles Crestani,Consumer,San Diego,California,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,3,0,50.328,Poor performance!
CA-2011-141726,,7/22/2013,First Class,CC-12145,Charles Crestani,Consumer,San Diego,California,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,1,0.2,3.1552,Decent for the price.
CA-2011-141726,7/20/2013,7/22/2013,First Class,CC-12145,Charles Crestani,Consumer,San Diego,California,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,2,0,9.7608,Highly recommended.
CA-2011-141726,,7/22/2013,First Class,CC-12145,Charles Crestani,Consumer,San Diego,California,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,4,0,15.4872,Decent for the price.
CA-2011-157546,7/20/2013,7/22/2013,First Class,RD-19720,Roger Demir,Consumer,San Francisco,California,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,89.712,3,0.2,30.2778,
CA-2011-157546,7/20/2013,7/22/2013,First Class,RD-19720,Roger Demir,Consumer,San Francisco,California,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,6,0,10.7301,Decent for the price.
CA-2011-127866,7/20/2013,7/23/2013,First Class,JD-15895,Jonathan Doherty,Corporate,Riverside,California,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,3,0,15.0984,Decent for the price.
CA-2011-127866,7/20/2013,7/23/2013,First Class,JD-15895,Jonathan Doherty,Corporate,Riverside,California,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2,0,5.8604,Poor performance!
CA-2011-127866,7/20/2013,7/23/2013,First Class,JD-15895,Jonathan Doherty,Corporate,Riverside,California,West,OFF-AR-10003481,Office Supplies,Art,Newell 348,13.12,2,0,3.8048,Decent for the price.
CA-2011-127866,,7/23/2013,First Class,JD-15895,Jonathan Doherty,Corporate,Riverside,California,West,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,4,0,160.623,Poor performance!
CA-2011-116932,7/21/2013,7/25/2013,Standard Class,ME-18010,Michelle Ellison,Corporate,San Francisco,California,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,3,0,25.792,Poor performance!
CA-2011-116932,7/21/2013,7/25/2013,Standard Class,ME-18010,Michelle Ellison,Corporate,San Francisco,California,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,5,0.2,50.098,Decent for the price.
CA-2011-116932,,7/25/2013,Standard Class,ME-18010,Michelle Ellison,Corporate,San Francisco,California,West,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,2,0.2,27.2848,Decent for the price.
CA-2011-129189,,7/25/2013,Standard Class,HM-14860,Harry Marie,Corporate,Dallas,Texas,Central,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,4.992,1,0.8,-12.9792,
CA-2011-129189,7/21/2013,7/25/2013,Standard Class,HM-14860,Harry Marie,Corporate,Dallas,Texas,Central,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",87.92,3,0.2,29.673,Poor performance!
CA-2011-129189,7/21/2013,7/25/2013,Standard Class,HM-14860,Harry Marie,Corporate,Dallas,Texas,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,0.3,-93.99,Highly recommended.
CA-2011-129189,7/21/2013,7/25/2013,Standard Class,HM-14860,Harry Marie,Corporate,Dallas,Texas,Central,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,1.044,5,0.8,-1.827,Highly recommended.
CA-2011-109890,7/21/2013,7/27/2013,Standard Class,PG-18820,Patrick Gardner,Consumer,Omaha,Nebraska,Central,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,35.98,1,0,10.0744,Highly recommended.
CA-2011-127691,7/22/2013,7/27/2013,Standard Class,EM-14065,Erin Mull,Consumer,New York City,New York,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0,1.6688,Highly recommended.
CA-2011-127691,7/22/2013,7/27/2013,Standard Class,EM-14065,Erin Mull,Consumer,New York City,New York,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0,57.5928,Poor performance!
CA-2011-117464,7/22/2013,7/24/2013,Second Class,NP-18325,Naresj Patel,Consumer,San Francisco,California,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52,2,0,3.2256,Highly recommended.
CA-2011-117464,,7/24/2013,Second Class,NP-18325,Naresj Patel,Consumer,San Francisco,California,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,4,0.2,71.772,Decent for the price.
CA-2011-117464,7/22/2013,7/24/2013,Second Class,NP-18325,Naresj Patel,Consumer,San Francisco,California,West,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5,3,0,68.585,Decent for the price.
CA-2011-117464,7/22/2013,7/24/2013,Second Class,NP-18325,Naresj Patel,Consumer,San Francisco,California,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,170.352,,0.2,19.1646,Decent for the price.
CA-2011-122679,,7/28/2013,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Los Angeles,California,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,19.68,3,0,6.4944,Decent for the price.
US-2011-164644,,7/24/2013,Second Class,JL-15850,John Lucas,Consumer,Houston,Texas,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,26.632,6,0.2,1.3316,Decent for the price.
US-2011-119137,7/23/2013,7/27/2013,Standard Class,AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,1,0.7,-5.712,Decent for the price.
US-2011-119137,7/23/2013,7/27/2013,Standard Class,AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,5,0.2,179.1888,Decent for the price.
US-2011-119137,,7/27/2013,Standard Class,AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24,,0.2,0.924,
US-2011-119137,7/23/2013,7/27/2013,Standard Class,AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,1,0.2,-29.94,Decent for the price.
CA-2011-103058,,7/24/2013,First Class,AG-10270,Alejandro Grove,Consumer,New York City,New York,East,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,,0,7.9984,Highly recommended.
CA-2011-145254,,7/27/2013,Standard Class,NC-18535,Nick Crebassa,Corporate,San Francisco,California,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,604.752,2,0.2,60.4752,
CA-2011-145254,7/23/2013,7/27/2013,Standard Class,NC-18535,Nick Crebassa,Corporate,San Francisco,California,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,40.7,6,0,11.803,Poor performance!
CA-2011-145254,,7/27/2013,Standard Class,NC-18535,Nick Crebassa,Corporate,San Francisco,California,West,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,5,0.2,37.797,
CA-2011-145254,,7/27/2013,Standard Class,NC-18535,Nick Crebassa,Corporate,San Francisco,California,West,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,3,0,4.95,
CA-2011-143917,,7/27/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,San Francisco,California,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,3,0,15.0416,Decent for the price.
